sample_id	chrom	loc_start	loc_end	seg	num_mark	nhet	cnlr_median	mafR	segclust	cnlr_median_clust	mafR_clust	cf	tcn	lcn	cf_em	tcn_em	lcn_em	patient
G024	chr3	189092342	192857394	68	14197	2909	-0.067798617710766	-0.000409824761889	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr3	192857601	198215400	69	17460	2926	0.0165904890641728	-8.84960544922014e-05	16	0.0343720688310555	-0.0032244955205442	1.0	2	1.0	1.0	2	1.0	G001
G024	chr4	10700	11007200	70	32917	5076	0.0547336173656486	-0.0021309124096858	16	0.0343720688310555	-0.0032244955205442	1.0	2	1.0	1.0	2	1.0	G001
G024	chr4	11007591	27458550	71	60147	9618	-0.034730612479942	-0.0028747830409376	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr4	27458998	37152254	72	36937	5712	-0.1063405564248219	-0.0006001318630658	8	-0.1127452183569859	-0.0035570849795626	1.0	2	1.0	1.0	2	1.0	G001
G024	chr4	37152358	42396582	73	17959	2355	-0.0021300325640523	0.0008730987598094	14	-0.0158525640585221	0.001485228806816	1.0	2	1.0	1.0	2	1.0	G001
G024	chr4	42396750	47396137	74	18941	2660	-0.0905117795243338	-0.0051662006039566	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr4	47396209	58495754	75	31961	5094	-0.0205550269886904	0.0048574365160996	13	-0.0158525640585221	-0.0002296803957688	1.0	2	1.0	1.0	2	1.0	G001
G024	chr4	58496094	70374162	76	44666	5538	-0.1105361079454919	-0.0044261660369853	8	-0.1127452183569859	-0.0035570849795626	1.0	2	1.0	1.0	2	1.0	G001
G024	chr4	70374550	89834758	77	71121	8390	-0.0316317868092349	-0.0021818248561859	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr4	89834937	93311119	78	13261	1379	-0.107593884051411	-0.0080025848271636	8	-0.1127452183569859	-0.0035570849795626	1.0	2	1.0	1.0	2	1.0	G001
G024	chr4	93311342	129644135	79	135925	18352	-0.0651113954601819	-0.0031288215308026	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr4	129644200	138725400	80	34572	6420	-0.1098192856347899	-0.0061330636384275	8	-0.1127452183569859	-0.0035570849795626	1.0	2	1.0	1.0	2	1.0	G001
G024	chr4	138725500	155169300	81	59971	6996	-0.0323404968816088	-0.0065185609387115	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr4	155169735	181983055	82	100642	14940	-0.0800105510600419	-0.0055213711871014	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr4	181983325	190032365	83	28125	4174	-0.014267233512701	-0.0052510775379163	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr4	190033151	190122362	84	179	53	0.2032205581869369	-0.0013209480558173	22	0.2046968322799889	-0.0013209480558173	0.157174912698443	4	2.0	0.1440901438006	4	2.0	G001
G024	chr5	10500	308450	85	872	108	0.0040476888041996	-0.0104064361479632	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr5	308710	1935750	86	4212	791	0.0850760383246357	-0.0014210872595618	19	0.0821546542096696	-0.0027242476018957	1.0	2	1.0	1.0	2	1.0	G001
G024	chr5	1936250	11290762	87	33397	7072	-0.0094211705681858	-0.0049878419232261	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr5	11291100	13268300	88	7408	1201	-0.0724748653785771	-0.012397130535292	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr5	13268415	17776950	89	15815	2247	-0.0121051709096174	-0.0061440115836021	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr5	17777400	31180453	90	51021	7718	-0.110190233446202	-0.0014101574861664	8	-0.1127452183569859	-0.0035570849795626	1.0	2	1.0	1.0	2	1.0	G001
G024	chr5	31180767	43631550	91	45071	6786	-0.0265017715366981	-0.0043403769828552	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr5	43631804	52671420	92	21342	1311	-0.078069575483891	-0.0008460741181308	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr5	52671500	56504398	93	13777	1767	-0.0116150806360437	0.0004890119819322	14	-0.0158525640585221	0.001485228806816	1.0	2	1.0	1.0	2	1.0	G001
G024	chr5	56504697	56505850	94	4	3	-0.8060048882456501	27.3985157141541	5	-0.7888349131004059		0.7708549448162191	1	0.0	0.7708549448162191	1	0.0	G001
G024	chr5	56506100	82167650	95	87107	12072	-0.0225202557239988	-0.0024563491958012	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr5	82167900	103814200	96	81482	8704	-0.0776747683062034	-0.0047709782174183	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr5	103814598	106658084	97	10932	1384	-0.148398528099389	0.0030963996512126	8	-0.1127452183569859	-0.0035570849795626	1.0	2	1.0	1.0	2	1.0	G001
G024	chr5	106658252	130560535	98	88893	14750	-0.0533929599486292	-0.0028508064957876	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr5	130560897	131681450	99	4015	457	-0.0153827509606969	-0.0092375743556716	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr5	131681600	143286654	100	39102	3661	0.0225499979659354	-0.0059907750758715	16	0.0343720688310555	-0.0032244955205442	1.0	2	1.0	1.0	2	1.0	G001
G024	chr5	143287050	161098200	101	63513	8245	-0.0115985510834778	-0.0038895700129752	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr5	161098400	167480174	102	23948	2465	-0.0690217789817466	-0.0077998357046326	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr5	167480500	181477500	103	43643	6379	0.0313925334347382	-0.0016244618226296	16	0.0343720688310555	-0.0032244955205442	1.0	2	1.0	1.0	2	1.0	G001
G024	chr6	63850	7872650	104	26571	3505	0.0170528274273426	-0.0039006964927515	16	0.0343720688310555	-0.0032244955205442	1.0	2	1.0	1.0	2	1.0	G001
G024	chr6	7873619	10082800	105	8207	1289	-0.056084143953088	-0.0073760661860781	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr6	10083000	18435650	106	28613	4101	0.0048916205960099	-0.0088196299033502	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr6	18436209	29685936	107	39602	5934	-0.0319897039488728	-0.002088242261203	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr6	29686096	47377878	108	56947	8774	0.0309506566958696	-0.0047395223155262	16	0.0343720688310555	-0.0032244955205442	1.0	2	1.0	1.0	2	1.0	G001
G024	chr6	47378050	51829941	109	16772	1394	-0.0775917106806268	-0.0068999690306666	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr6	51830200	53703750	110	6685	660	0.0073590669722629	-0.0055159529377758	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr6	53704100	64746803	111	34936	6009	-0.0712067285828169	-0.0005527437116252	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr6	64747229	69093600	112	16677	2822	-0.136908156267708	-0.0010687604835536	8	-0.1127452183569859	-0.0035570849795626	1.0	2	1.0	1.0	2	1.0	G001
G024	chr6	69093900	91382455	113	82349	10176	-0.0514738445355708	-0.0049924921828269	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr6	91382700	96078950	114	17824	3094	-0.117691716047755	-0.0053623880172606	8	-0.1127452183569859	-0.0035570849795626	1.0	2	1.0	1.0	2	1.0	G001
G024	chr6	96079220	100543300	115	16817	2130	-0.0657988934501614	-0.0005843533610592	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr6	100543750	104289328	116	14197	1995	-0.117527573263106	-0.0040794963417653	8	-0.1127452183569859	-0.0035570849795626	1.0	2	1.0	1.0	2	1.0	G001
G024	chr6	104289738	105759850	117	5408	446	-0.0470650271709399	0.0030892837627952	14	-0.0158525640585221	0.001485228806816	1.0	2	1.0	1.0	2	1.0	G001
G024	chr6	105760046	111974260	118	21481	2421	0.0009151792202839	-0.0019470548477836	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr6	111974700	134100300	119	82862	10672	-0.064286399243139	-0.003431150582545	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr6	134100550	139753650	120	20050	2637	-0.0086173637101671	-0.0044580287979455	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr6	139754158	147883250	121	30436	3695	-0.0595069441306659	-0.0035994148600151	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr6	147883514	170743400	122	79072	10151	-0.0070461245533579	-0.0038975684279674	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr7	15100	5526400	123	14989	2897	0.540250352648084	0.2487327794519369	28	0.540250352648084	0.2487327794519369	0.7708549448162191	3	1.0	0.7708549448162191	3	1.0	G001
G024	chr7	5527400	5529624	124	10	0	-1.6020147121081	0.0	1	-1.6147518855986598		0.7708549448162191	0	0.0	0.7351348755849041	0	0.0	G001
G024	chr7	5530595	8177800	125	8068	1847	0.500110436671273	0.248106326988298	27	0.4975594322430259	0.24272437058808	0.7708549448162191	3	1.0	0.7708549448162191	3	1.0	G001
G024	chr7	8178162	20441250	126	46524	9541	0.404594115071161	0.257793292065828	24	0.4178711616369299	0.257508694172714	0.674677046148057	3	1.0	0.6936864656834171	3	1.0	G001
G024	chr7	20441500	51926044	127	111705	18140	0.4830187831622289	0.264893535512228	26	0.4975594322430259	0.26094112025152	0.7708549448162191	3	1.0	0.7708549448162191	3	1.0	G001
G024	chr7	51926331	54474157	128	9526	1673	0.416969057172067	0.25317855905154	24	0.4178711616369299	0.257508694172714	0.674677046148057	3	1.0	0.6936864656834171	3	1.0	G001
G024	chr7	54474369	57921965	129	10860	1275	0.49589082867452	0.246913454144755	26	0.4975594322430259	0.26094112025152	0.7708549448162191	3	1.0	0.7708549448162191	3	1.0	G001
G024	chr7	57922362	62880500	130	5600	276	0.4278068908903579	0.0986172860858193	25	0.4178711616369299	0.0986172860858193	0.5503534050457951	3	1.0	0.341909844154549	4	2.0	G001
G024	chr7	62880650	77961323	131	42927	4761	0.50561334601049	0.241081499668587	27	0.4975594322430259	0.24272437058808	0.7708549448162191	3	1.0	0.7708549448162191	3	1.0	G001
G024	chr7	77961550	78693140	132	2747	627	0.434229501601567	0.266927407046974	24	0.4178711616369299	0.257508694172714	0.674677046148057	3	1.0	0.6936864656834171	3	1.0	G001
G024	chr7	78693337	86984893	133	31523	4497	0.3937985883494749	0.255202336628434	24	0.4178711616369299	0.257508694172714	0.674677046148057	3	1.0	0.6936864656834171	3	1.0	G001
G024	chr7	86985169	97029551	134	37508	5746	0.434995783112926	0.254564687715806	24	0.4178711616369299	0.257508694172714	0.674677046148057	3	1.0	0.6936864656834171	3	1.0	G001
G024	chr7	97029987	107137900	135	31997	3978	0.50383697186415	0.2435176931008469	27	0.4975594322430259	0.24272437058808	0.7708549448162191	3	1.0	0.7708549448162191	3	1.0	G001
G024	chr7	107138100	127385400	136	76220	8549	0.4178005881138089	0.260983830954525	24	0.4178711616369299	0.257508694172714	0.674677046148057	3	1.0	0.6936864656834171	3	1.0	G001
G024	chr7	127385618	132746050	137	17792	1385	0.511423374985966	0.263416996563516	26	0.4975594322430259	0.26094112025152	0.7708549448162191	3	1.0	0.7708549448162191	3	1.0	G001
G024	chr7	132746313	133034187	138	1060	151	0.460814507614408	0.208322615467702	27	0.4975594322430259	0.24272437058808	0.7708549448162191	3	1.0	0.7708549448162191	3	1.0	G001
G024	chr7	133034456	133035771	139	6	4	-0.97108829746201	8.00425414001157	3	-0.97108829746201		0.7708549448162191	1	0.0	0.7708549448162191	1	0.0	G001
G024	chr7	133035941	138110183	140	18544	2381	0.446900642429	0.268387551575159	24	0.4178711616369299	0.257508694172714	0.674677046148057	3	1.0	0.6936864656834171	3	1.0	G001
G024	chr7	138110364	143525850	141	18269	2214	0.504214792646077	0.273848524960414	26	0.4975594322430259	0.26094112025152	0.7708549448162191	3	1.0	0.7708549448162191	3	1.0	G001
G024	chr7	143527000	148261647	142	16154	2752	0.420895231995641	0.246853397163947	24	0.4178711616369299	0.257508694172714	0.674677046148057	3	1.0	0.6936864656834171	3	1.0	G001
G024	chr7	148261950	159335098	143	35944	6115	0.513434498521479	0.247158930163293	26	0.4975594322430259	0.26094112025152	0.7708549448162191	3	1.0	0.7708549448162191	3	1.0	G001
G024	chr8	70550	2525516	144	6987	1095	0.0204078933136614	0.0064159279567513	16	0.0343720688310555	-0.0032244955205442	1.0	2	1.0	1.0	2	1.0	G001
G024	chr8	2525650	6059146	145	13148	4113	-0.052857946051925	-0.0039500947135714	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr8	6059384	13498915	146	21558	3714	0.0184067190196986	-9.87409145769009e-05	16	0.0343720688310555	-0.0032244955205442	1.0	2	1.0	1.0	2	1.0	G001
G024	chr8	13499558	17355700	147	14544	3244	-0.0838045843615105	-0.0037389733789389	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr8	17355950	31030130	148	46893	7052	0.0125525837475968	-0.0050521073437808	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr8	31030350	36928900	149	21575	3185	-0.03661625420763	-0.0020529671930279	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr8	36929150	49141123	150	35563	2468	0.0052142991759969	-0.0068898390729784	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr8	49141517	74235050	151	91881	11701	-0.0348146146965325	-0.0044084388208778	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr8	74235200	79732350	152	20944	1778	-0.0927231782350169	-0.0102530583464177	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr8	79732638	81236026	153	5264	517	0.0018456621357393	-0.0153982473197071	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr8	81236275	93088223	154	44105	5686	-0.0763356999978184	-0.0073726166738776	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr8	93088720	93430950	155	1265	156	-0.0525206665676975	-0.002764480792198	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr8	93431350	103351750	156	35163	3642	-0.0111055423870259	-0.0018040908417134	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr8	103352170	109292019	157	22355	2327	-0.066333268906123	0.0001285104345678	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr8	109292250	114958350	158	21789	2405	-0.121453097335288	-0.0067217575113398	8	-0.1127452183569859	-0.0035570849795626	1.0	2	1.0	1.0	2	1.0	G001
G024	chr8	114958650	119028834	159	15192	1809	-0.0477828751283608	-0.0088729810276372	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr8	119028974	139504100	160	73427	10664	-0.0095657490527433	-0.0033915701539661	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr8	139504402	144838018	161	14866	1750	0.0779740756102605	0.0030326515516913	19	0.0821546542096696	-0.0027242476018957	1.0	2	1.0	1.0	2	1.0	G001
G024	chr8	144838338	145075950	162	732	81	0.0160876221377635	0.0379124402740231	18	0.0343720688310555	0.0160349974223456	1.0	2	1.0	1.0	2	1.0	G001
G024	chr9	10600	342756	163	890	297	0.0291592540413815	-0.0079174309136079	16	0.0343720688310555	-0.0032244955205442	1.0	2	1.0	1.0	2	1.0	G001
G024	chr9	343050	8326700	164	29131	4230	-0.0239111506864128	-0.0085433841287722	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr9	8327245	13068457	165	18046	2558	-0.0855111581970701	-0.0048472474686148	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr9	13068650	22316242	166	33761	5526	-0.0273547601922923	-0.0028170853349423	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr9	22316400	32402806	167	38101	6501	-0.0765134872600449	-0.0068630824820153	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr9	32403072	69602950	168	42921	5523	0.0079589231556314	0.0018575993386843	13	-0.0158525640585221	-0.0002296803957688	1.0	2	1.0	1.0	2	1.0	G001
G024	chr9	69603247	83254032	169	49529	6283	-0.0331264964339334	-0.005693496487298	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr9	83254121	99992725	170	56811	6740	0.0159472771931901	-0.0001526793833024	16	0.0343720688310555	-0.0032244955205442	1.0	2	1.0	1.0	2	1.0	G001
G024	chr9	99993050	104824700	171	18147	3554	-0.069959099331382	-0.0092719734631678	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr9	104825100	121454350	172	58698	8105	7.062778875034209e-05	-0.0024171133134372	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr9	121454500	133362500	173	35087	3858	0.0457933674607609	-0.0030410748286087	16	0.0343720688310555	-0.0032244955205442	1.0	2	1.0	1.0	2	1.0	G001
G024	chr9	133363074	137542940	174	9141	1432	0.111377711321497	-0.002027339802584	19	0.0821546542096696	-0.0027242476018957	1.0	2	1.0	1.0	2	1.0	G001
G024	chr9	137543382	138237260	175	1936	264	0.0526289749736107	0.0142570768825667	18	0.0343720688310555	0.0160349974223456	1.0	2	1.0	1.0	2	1.0	G001
G024	chr10	11550	50875250	176	166352	24740	-0.0074482919794511	-0.0035364320363528	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr10	50875438	57949453	177	26872	4734	-0.101487232168889	-0.0066964592312632	8	-0.1127452183569859	-0.0035570849795626	1.0	2	1.0	1.0	2	1.0	G001
G024	chr10	57949939	64101897	178	22622	2663	-0.0291868384518087	-0.007397832513233	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr10	64101995	67503982	179	12950	2639	-0.0858121104623613	-0.0071058269482559	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr10	67504205	80685883	180	42981	6569	0.0272065731186843	-0.0026641935696852	16	0.0343720688310555	-0.0032244955205442	1.0	2	1.0	1.0	2	1.0	G001
G024	chr10	80686300	92353650	181	41878	5531	-0.0248458970508157	-0.0013082424300831	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr10	92353951	104672900	182	41050	4987	0.0217329157487429	-0.0043445469201951	16	0.0343720688310555	-0.0032244955205442	1.0	2	1.0	1.0	2	1.0	G001
G024	chr10	104673150	105191916	183	1931	223	-0.0108470409827378	-0.0144991010816776	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr10	105192060	109941700	184	17726	2415	-0.0574083227090484	0.0028368754118712	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr10	109942050	118450656	185	30165	4495	8.36070899196267e-05	-0.0061910923136	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr10	118451309	133786534	186	49545	7535	0.0323577928065166	-0.0029605200933183	16	0.0343720688310555	-0.0032244955205442	1.0	2	1.0	1.0	2	1.0	G001
G024	chr11	101500	4521150	187	11258	1142	0.0751901403331437	-0.0015898805996071	19	0.0821546542096696	-0.0027242476018957	1.0	2	1.0	1.0	2	1.0	G001
G024	chr11	4521300	20920032	188	58221	8217	-0.0011326479995779	-0.0064622710480438	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr11	20920253	31734457	189	40687	7263	-0.0690609688051543	-0.0054418369931586	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr11	31734878	36876171	190	17852	2881	0.0083733267864221	-0.0024629850432443	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr11	36876300	43477157	191	24807	3709	-0.0712580852908265	-2.8460356935123905e-05	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr11	43477444	48540550	192	16363	845	0.0268039469080787	-0.0078575579332902	16	0.0343720688310555	-0.0032244955205442	1.0	2	1.0	1.0	2	1.0	G001
G024	chr11	48540946	57215000	193	19017	458	-0.0584556426661691	-0.0010285439029035	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr11	57215236	60754040	194	12647	1611	-0.0071426136678588	-0.0069677735166087	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr11	60754300	79734767	195	57226	5393	0.0472540717724334	-0.0007092429051988	16	0.0343720688310555	-0.0032244955205442	1.0	2	1.0	1.0	2	1.0	G001
G024	chr11	79735211	82354850	196	9945	1380	-0.0774113396097596	-0.0090862891447461	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr11	82354965	88566464	197	22837	2751	-0.0370052230103353	-0.0023989499000475	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr11	88566639	91784786	198	11299	1077	-0.0899741320740129	-0.009078706435781	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr11	91785014	96466200	199	17049	2141	-0.0202517977308378	-0.006095540178753	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr11	96466300	107634700	200	42268	4373	-0.0841730165089624	-0.0081888942122138	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr11	107634918	115654042	201	28466	3262	-0.0057333048463493	-0.0052705297856623	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr11	115654450	121558785	202	18921	2205	0.0471085652278899	-0.00790527547469	16	0.0343720688310555	-0.0032244955205442	1.0	2	1.0	1.0	2	1.0	G001
G024	chr11	121559102	135075897	203	47327	7049	0.0037570691911434	-0.0047200399335454	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr12	10718	8896768	204	28899	3956	0.0280134718892655	-0.0073834953175745	16	0.0343720688310555	-0.0032244955205442	1.0	2	1.0	1.0	2	1.0	G001
G024	chr12	8897100	47090256	205	130901	21094	-0.0413636867745538	-0.0030133862675987	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr12	47090534	57927600	206	34927	3452	0.0294912235078342	-0.0006646741849921	16	0.0343720688310555	-0.0032244955205442	1.0	2	1.0	1.0	2	1.0	G001
G024	chr12	57928200	72394912	207	53183	6276	-0.039621288566864	-0.0019184742841903	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr12	72395106	91699700	208	73106	8341	-0.0897293190120762	-0.0068801448467096	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr12	91700150	104394392	209	45467	6353	-0.020705874810261	0.0007043314490706	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr12	104394840	118246050	210	44976	5061	0.0292755744960027	-0.005525128765715	16	0.0343720688310555	-0.0032244955205442	1.0	2	1.0	1.0	2	1.0	G001
G024	chr12	118246368	118247762	211	6	3	-0.8393675462695841	27.8197554308194	4	-0.8393675462695841		0.7708549448162191	1	0.0	0.7708549448162191	1	0.0	G001
G024	chr12	118248150	133263661	212	47235	7334	0.0239899876746557	-0.0067256254802569	16	0.0343720688310555	-0.0032244955205442	1.0	2	1.0	1.0	2	1.0	G001
G024	chr13	16000600	33808850	213	57987	9102	-0.0005746477404779	-0.005006065972917	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr13	33809050	39768683	214	22308	2732	-0.0608149072791886	-0.0019981905114057	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr13	39768750	53586587	215	49028	6415	-0.0106596965703064	-0.0029993222558032	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr13	53586848	58211663	216	17628	2085	-0.11913161072098	-0.0018347448722003	8	-0.1127452183569859	-0.0035570849795626	1.0	2	1.0	1.0	2	1.0	G001
G024	chr13	58211883	61311642	217	11571	1971	-0.0586674853806108	0.0013388495990168	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr13	61311947	72296391	218	42178	6501	-0.125890416436505	-0.0036622983560109	8	-0.1127452183569859	-0.0035570849795626	1.0	2	1.0	1.0	2	1.0	G001
G024	chr13	72296650	80807500	219	31606	4725	-0.0505080801805943	-0.0029304998849709	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr13	80807850	93905859	220	49806	8213	-0.109012753354973	-0.0040457920802606	8	-0.1127452183569859	-0.0035570849795626	1.0	2	1.0	1.0	2	1.0	G001
G024	chr13	93906211	101179553	221	25509	3176	-0.0067862985717648	-0.0075453512272771	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
G024	chr13	101179850	109109659	222	29698	4682	-0.0566880972691013	-0.0014183861786781	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr13	109110091	114344390	223	16112	2694	0.0304827987715538	-0.0011531277753773	16	0.0343720688310555	-0.0032244955205442	1.0	2	1.0	1.0	2	1.0	G001
G024	chr14	16023300	25116710	224	20214	2812	0.0141348822603963	-0.0036147806406504	16	0.0343720688310555	-0.0032244955205442	1.0	2	1.0	1.0	2	1.0	G001
G024	chr14	25117100	29568950	225	16908	2332	-0.0867039705418489	-0.0076835656775196	10	-0.0712972341513386	-0.0042185107986744	1.0	2	1.0	1.0	2	1.0	G001
G024	chr14	29569271	39738500	226	36746	5037	-0.0316143124142377	-0.0067953555981362	12	-0.0158525640585221	-0.0039147820924	1.0	2	1.0	1.0	2	1.0	G001
